adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,https://www.sec.gov/dera/data/financial-statement-data-sets.html 
0001104659-20-098385,25475,CRAWFORD & CO,6411,US,GA,PEACHTREE CORNERS,30092,5335 TRIANGLE PARKWAY,,4043001000,US,GA,PEACHTREE CORNERS,30092,5335 TRIANGLE PARKWAY,,US,GA,580506554,,,2-ACC,0,1231,8-K,20200831,,,20200825,35:00.0,0,0,tm2029107d1_8k_htm.xml,1,,
0001104659-20-098387,1571949,"INTERCONTINENTAL EXCHANGE, INC.",6200,US,GA,ATLANTA,30328,"5660 NEW NORTHSIDE DRIVE,",THIRD FLOOR,770-857-4700,US,GA,ATLANTA,30328,"5660 NEW NORTHSIDE DRIVE,",THIRD FLOOR,US,DE,0,"INTERCONTINENTALEXCHANGE GROUP, INC.",20130313,1-LAF,0,1231,8-K,20200831,,,20200825,36:00.0,0,0,tm2029303d1_8k_htm.xml,1,,
0001104659-20-098398,945394,SERVICE PROPERTIES TRUST,6798,US,MA,NEWTON,2458,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",(617) 964-8389,US,MA,NEWTON,2458,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",US,MD,43262075,HOSPITALITY PROPERTIES TRUST,19950517,1-LAF,0,1231,8-K,20200831,,,20200825,47:00.0,0,0,tm2029347d1_8k_htm.xml,1,,
0001104659-20-098399,1325670,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC,6022,US,VA,CHARLOTTESVILLE,22911,1770 TIMBERWOOD BOULEVARD,SUITE 100,(434) 973-5242,US,VA,CHARLOTTESVILLE,22911,1770 TIMBERWOOD BOULEVARD,SUITE 100,US,VA,201417448,,,2-ACC,0,1231,8-K,20200831,,,20200825,48:00.0,0,0,tm2029337d1_8k_htm.xml,1,,
0001104659-20-098410,1124524,"CRYOPORT, INC.",2834,US,TN,BRENTWOOD,37027,"112 WESTWOOD PLACE, SUITE 350",,(949) 232-1900,US,TN,BRENTWOOD,37027,"112 WESTWOOD PLACE, SUITE 350",,US,NV,880313393,CRYOPORT SYSTEMS LLC,20010614,2-ACC,0,1231,8-K,20200831,,,20200825,08:00.0,0,0,tm2029352-1_8k_htm.xml,1,,
0001104659-20-098427,913142,BELDEN INC.,3357,US,MO,ST. LOUIS,63105,1 NORTH BRENTWOOD BLVD,15TH FLOOR,314-854-8000,US,MO,ST. LOUIS,63105,1 NORTH BRENTWOOD BLVD,15TH FLOOR,US,DE,363601505,BELDEN CDT INC.,20040716,1-LAF,0,1231,8-K,20200831,,,20200825,29:00.0,0,0,tm2029408-1_8k_htm.xml,1,,
0001104659-20-098434,1157408,K12 INC,8200,US,VA,HERNDON,20171,2300 CORPORATE PARK DRIVE,,7034837000,US,VA,HERNDON,20171,2300 CORPORATE PARK DRIVE,,US,DE,954774688,,,1-LAF,0,630,8-K,20200831,,,20200826,39:00.0,0,0,tm2029072d2_8k_htm.xml,1,,
0001104659-20-098507,1646228,AT HOME GROUP INC.,5700,US,TX,PLANO,75074,AT HOME GROUP INC.,1600 EAST PLANO PARKWAY,(972) 265-6227,US,TX,PLANO,75074,1600 EAST PLANO PARKWAY,,US,DE,453229563,,,2-ACC,0,131,8-K,20200831,,,20200826,01:00.0,0,0,tm2029289-1_8k_htm.xml,1,,
0001104659-20-098529,27419,TARGET CORP,5331,US,MN,MINNEAPOLIS,55403,1000 NICOLLET MALL,,6123046073,US,MN,MINNEAPOLIS,55403,1000 NICOLLET MALL,,US,MN,410215170,DAYTON HUDSON CORP,19920703,1-LAF,0,131,8-K,20200831,,,20200826,30:00.0,0,0,tm2029307d1_8k_htm.xml,1,,
0001104659-20-098609,1129155,MARINE PRODUCTS CORP,3730,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,404-321-2140,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,US,DE,582572419,,,2-ACC,0,1231,8-K,20200831,,,20200826,55:00.0,1,0,tm2029419d1_8k_htm.xml,1,,
0001104659-20-098610,742278,RPC INC,1389,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,404-321-2140,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,,,581550825,RPC INC,19950809,2-ACC,0,1231,8-K,20200831,,,20200826,59:00.0,1,0,tm2029418-1_8k_htm.xml,1,,
0001104659-20-098677,897723,SANMINA CORP,3672,US,CA,SAN JOSE,95134,2700 N FIRST ST,,4089643500,US,CA,SAN JOSE,95134,2700 N FIRST ST,,US,DE,770228183,SANMINA-SCI CORP,20020211,1-LAF,0,930,8-K,20200831,,,20200826,05:00.0,0,0,tm2029226-1_8k_htm.xml,1,,
0001104659-20-098687,1069899,PHIBRO ANIMAL HEALTH CORP,2834,US,NJ,TEANECK,7666,"GLENPOINTE CENTRE EAST, 3RD FLOOR","300 FRANK W. BURR BLVD., SUITE 21",201-329-7300,US,NJ,TEANECK,7666,"GLENPOINTE CENTRE EAST, 3RD FLOOR","300 FRANK W. BURR BLVD., SUITE 21",US,DE,131840497,PHILIPP BROTHERS CHEMICALS INC,19980908,2-ACC,0,630,10-K,20200630,2020,FY,20200826,16:00.0,0,1,pahc-20200630.xml,1,,
0001104659-20-098688,1497770,"WALKER & DUNLOP, INC.",6199,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,(301) 215-5500,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,US,MD,0,,,1-LAF,0,1231,8-K,20200831,,,20200826,16:00.0,0,0,tm2029373d1_8k_htm.xml,1,,
0001104659-20-098706,1647088,WILLSCOT MOBILE MINI HOLDINGS CORP.,7350,US,AZ,PHOENIX,85008,4646 E. VAN BUREN STREET,SUITE 400,480-894-6311,US,AZ,PHOENIX,85008,4646 E. VAN BUREN STREET,SUITE 400,US,DE,0,WILLSCOT CORP,20171130,1-LAF,0,1231,8-K,20200831,,,20200826,41:00.0,0,0,tm2029205-1_8k_htm.xml,1,,
0001104659-20-098707,1490892,CORESITE REALTY CORP,6798,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,(866) 777-2673,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,US,MD,0,,,1-LAF,0,1231,8-K,20200831,,,20200826,44:00.0,0,0,tm2029426d1_8k_htm.xml,1,,
0001104659-20-098731,1627014,"BLACK KNIGHT, INC.",7372,US,FL,JACKSONVILLE,32204,601 RIVERSIDE AVENUE,,(904) 854-5100,US,FL,JACKSONVILLE,32204,601 RIVERSIDE AVENUE,,US,DE,0,"BLACK KNIGHT FINANCIAL SERVICES, INC.",20141204,1-LAF,0,1231,8-K,20200831,,,20200826,56:00.0,0,0,tm2027087d3_8k_htm.xml,1,,
0001104659-20-098735,1327068,"UNITED STATES OIL FUND, LP",6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,510-522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,US,DE,202830691,"NEW YORK OIL ETF, LP",20050513,1-LAF,0,1231,8-K,20200831,,,20200826,02:00.0,0,0,tm2027751d1_8k_htm.xml,1,,
0001104659-20-098737,1376227,"UNITED STATES NATURAL GAS FUND, LP",6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,510-522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,,,205576760,UNITED STATES GAS FUND LP,20060922,2-ACC,0,1231,8-K,20200831,,,20200826,03:00.0,0,0,tm2027751d2_8k_htm.xml,1,,
0001104659-20-098745,1472494,"UNITED STATES BRENT OIL FUND, LP",6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,(510) 522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,US,DE,270925904,,,2-ACC,0,1231,8-K,20200831,,,20200826,04:00.0,0,0,tm2027751-6_8k_htm.xml,1,,
0001104659-20-098747,1479247,UNITED STATES COMMODITY INDEX FUNDS TRUST,6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,510-522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,,,0,,,2-ACC,0,1231,8-K,20200831,,,20200826,05:00.0,0,0,tm2027751-7_8k_htm.xml,1,,
0001104659-20-098752,1405528,"UNITED STATES 12 MONTH OIL FUND, LP",6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,(510) 522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,,,260431897,,,2-ACC,0,1231,8-K,20200831,,,20200826,09:00.0,0,0,tm2027751d3_8k_htm.xml,1,,
0001104659-20-098767,887596,CHEESECAKE FACTORY INC,5812,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,818-871-3000,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,US,DE,510340466,CHEESECAKE FACTORY INCORPORATED,19930328,1-LAF,0,1231,8-K,20200831,,,20200826,21:00.0,0,0,tm2029482-1_8k_htm.xml,1,,
0001104659-20-098830,1647088,WILLSCOT MOBILE MINI HOLDINGS CORP.,7350,US,AZ,PHOENIX,85008,4646 E. VAN BUREN STREET,SUITE 400,480-894-6311,US,AZ,PHOENIX,85008,4646 E. VAN BUREN STREET,SUITE 400,US,DE,0,WILLSCOT CORP,20171130,1-LAF,0,1231,8-K,20200831,,,20200827,11:00.0,0,0,tm2029205d2_8k_htm.xml,1,,
0001104659-20-098900,1157408,K12 INC,8200,US,VA,HERNDON,20171,2300 CORPORATE PARK DRIVE,,7034837000,US,VA,HERNDON,20171,2300 CORPORATE PARK DRIVE,,US,DE,954774688,,,1-LAF,0,630,8-K,20200831,,,20200827,44:00.0,0,0,tm2029072-3_8k_htm.xml,1,,
0001104659-20-099118,84129,RITE AID CORP,5912,US,PA,CAMP HILL OWN,17011,30 HUNTER LANE,,7177612633,US,PA,HARRISBURG,17105,PO BOX 3165,,US,DE,231614034,RACK RITE DISTRIBUTORS,19680510,2-ACC,0,229,8-K,20200831,,,20200827,37:00.0,0,0,tm2029372-1_8k_htm.xml,1,,
0001104659-20-099466,1807887,LASER PHOTONICS CORP,3690,US,FL,ORLANDO,32810,1101 NORTH KELLER ROAD,SUITE G-2,407-804-1000,US,FL,ORLANDO,32810,1101 NORTH KELLER ROAD,SUITE G-2,US,WY,843628771,,,4-NON,0,1231,10-Q/A,20200630,2020,Q2,20200827,08:00.0,0,1,ipgp-20200630.xml,1,,
0001104659-20-099602,1497770,"WALKER & DUNLOP, INC.",6199,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,(301) 215-5500,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,US,MD,0,,,1-LAF,0,1231,8-K,20200831,,,20200827,16:00.0,0,0,tm2029373-2_8k_htm.xml,1,,
0001104659-20-099619,1677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,6500,US,UT,PARK CITY,84098,1389 CENTER DRIVE,SUITE 200,(858) 997-3332,US,UT,PARK CITY,84098,1389 CENTER DRIVE,SUITE 200,,,812963381,INNOVATIVE GREENHOUSE PROPERTIES INC,20160620,1-LAF,0,1231,8-K,20200831,,,20200827,31:00.0,0,0,tm2029489d1_8k_htm.xml,1,,
0001104659-20-099624,1611983,LIBERTY BROADBAND CORP,4841,US,CO,ENGLEWOOD,80112,12300 LIBERTY BLVD,,720-875-5400,US,CO,ENGLEWOOD,80112,12300 LIBERTY BLVD,,US,DE,0,,,1-LAF,0,1231,8-K,20200831,,,20200827,35:00.0,0,0,tm2029188d4_8k_htm.xml,1,,
0001104659-20-099631,1739566,COLLIER CREEK HOLDINGS,2090,US,NY,NEW YORK,10166,200 PARK AVENUE,58TH FLOOR,212-355-5515,US,NY,NEW YORK,10166,200 PARK AVENUE,58TH FLOOR,,,981425274,,,2-ACC,0,1231,8-K,20200831,,,20200827,45:00.0,0,0,tm2029721d1_8k_htm.xml,1,,
0001104659-20-099669,1746109,BANK FIRST CORP,6021,US,WI,MANITOWOC,54220,402 NORTH EIGHTH STREET,,920-652-3100,US,WI,MANITOWOC,54220,402 NORTH EIGHTH STREET,,US,WI,391435359,BANK FIRST NATIONAL CORP,20180711,2-ACC,0,1231,8-K,20200831,,,20200827,09:00.0,0,0,tm2029746d1_8k_htm.xml,1,,
0001104659-20-099679,1564180,KNOT OFFSHORE PARTNERS LP,4400,GB,,ABERDEEN,AB15 4YB,2 QUEEN'S CROSS,,44 1224 618420,GB,,ABERDEEN,AB15 4YB,2 QUEEN'S CROSS,,MH,,0,,,2-ACC,0,1231,6-K,20200630,2020,Q2,20200827,16:00.0,0,1,knop-20200630x6k_htm.xml,1,,
0001104659-20-099760,1035201,CALIFORNIA WATER SERVICE GROUP,4941,US,CA,SAN JOSE,95112,1720 N FIRST ST,C/O CALIFORNIA WATER SERVICE CO,4083678200,US,CA,SAN JOSE,95112,1720 FIRST ST,C/O CALIFORNIA WATER SERVICE CO,US,DE,770448994,,,1-LAF,0,1231,8-K,20200831,,,20200828,06:00.0,0,0,tm2029770d1_8k_htm.xml,1,,
0001104659-20-099792,1429260,"FORTRESS BIOTECH, INC.",2834,US,NY,NEW YORK,10014,2 GANSEVOORT STREET,9TH FLOOR,781-652-4500,US,NY,NEW YORK,10014,2 GANSEVOORT STREET,9TH FLOOR,US,DE,205157386,CORONADO BIOSCIENCES INC,20080310,2-ACC,0,1231,8-K,20200831,,,20200828,05:00.0,0,0,tm2029766-1_8k_htm.xml,1,,
0001104659-20-099793,26076,CUBIC CORP /DE/,3829,US,CA,SAN DIEGO,92123,9333 BALBOA AVE,,858 623-0489,US,CA,SAN DIEGO,92186-5587,PO BOX 85587,,US,DE,951678055,,,1-LAF,0,930,8-K,20200831,,,20200828,06:00.0,0,0,tm2029514d1_8k_htm.xml,1,,
0001104659-20-099794,1429260,"FORTRESS BIOTECH, INC.",2834,US,NY,NEW YORK,10014,2 GANSEVOORT STREET,9TH FLOOR,781-652-4500,US,NY,NEW YORK,10014,2 GANSEVOORT STREET,9TH FLOOR,US,DE,205157386,CORONADO BIOSCIENCES INC,20080310,2-ACC,0,1231,8-K,20200831,,,20200828,10:00.0,0,0,tm2029725d1_8k_htm.xml,1,,
0001104659-20-099856,1435508,"FIRST SAVINGS FINANCIAL GROUP, INC.",6035,US,IN,JEFFERSONVILLE,47130,702 NORTH SHORE DRIVE,SUITE 300,812-283-0724,US,IN,JEFFERSONVILLE,47130,702 NORTH SHORE DRIVE,SUITE 300,US,IN,371567871,FIRST SAVINGS FINANCIAL GROUP INC,20080519,2-ACC,0,930,8-K,20200831,,,20200828,05:00.0,0,0,tm2029731d1_8k_htm.xml,1,,
0001104659-20-099887,1621227,ADAPTIMMUNE THERAPEUTICS PLC,2836,GB,,"ABINGDON, OXFORDSHIRE",OX14 4RX,60 JUBILEE AVENUE,MILTON PARK,44 1235 430000,GB,,"ABINGDON, OXFORDSHIRE",OX14 4RX,60 JUBILEE AVENUE,MILTON PARK,GB,,0,ADAPTIMMUNE LTD,20141001,2-ACC,0,1231,8-K,20200831,,,20200828,44:00.0,0,0,tm2029444d1_8k_htm.xml,1,,
0001104659-20-100152,742278,RPC INC,1389,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,404-321-2140,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,,,581550825,RPC INC,19950809,2-ACC,0,1231,8-K/A,20200831,,,20200828,52:00.0,0,0,tm2029808d1_8ka_htm.xml,1,,
0001104659-20-100170,1809353,HPX CORP.,6770,US,DE,WILMINGTON,19801,"1000 N. WEST STREET, SUITE 1200",,(302) 295-4929,US,DE,WILMINGTON,19801,"1000 N. WEST STREET, SUITE 1200",,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200828,06:00.0,0,1,hpx-20200630.xml,1,,
0001104659-20-100175,1129155,MARINE PRODUCTS CORP,3730,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,404-321-2140,US,GA,ATLANTA,30329,"2801 BUFORD HIGHWAY NE, SUITE 300",,US,DE,582572419,,,2-ACC,0,1231,8-K/A,20200831,,,20200828,07:00.0,0,0,tm2029814d1_8ka_htm.xml,1,,
0001104659-20-100185,1568162,"AMERICAN FINANCE TRUST, INC",6798,US,NY,NEW YORK,10019,650 FIFTH AVE,30TH FLOOR,212-415-6500,US,NY,NEW YORK,10019,650 FIFTH AVE,30TH FLOOR,US,MD,900929989,"AMERICAN REALTY CAPITAL TRUST V, INC.",20130129,1-LAF,0,1231,8-K,20200831,,,20200828,15:00.0,0,0,tm2029795d1_8k_htm.xml,1,,
0001104659-20-100190,1012477,AVADEL PHARMACEUTICALS PLC,2834,IE,,DUBLIN,15,BLOCK 10-1 BLANCHARDSTOWN CORPORATE PARK,BALLYCOOLIN,636-449-1830,US,MO,CHESTERFIELD,63005,16640 CHESTERFIELD GROVE ROAD,SUITE 200,,,0,FLAMEL TECHNOLOGIES SA,19960422,2-ACC,0,1231,8-K,20200831,,,20200828,16:00.0,0,0,tm2029462-2_8k_htm.xml,1,,
0001104659-20-100201,1067701,"UNITED RENTALS, INC.",7359,US,CT,STAMFORD,6902,100 FIRST STAMFORD PLACE,7TH FLOOR,2036223131,US,CT,STAMFORD,6902,100 FIRST STAMFORD PLACE,7TH FLOOR,US,DE,61522496,UNITED RENTALS INC /DE,19980806,1-LAF,0,1231,8-K,20200831,,,20200828,31:00.0,0,0,tm2029487-1_8k_htm.xml,2,1047166,
0001104659-20-100221,3116,AKORN INC,2834,US,IL,LAKE FOREST,60045,"1925 W. FIELD COURT, SUITE 300",,847-279-6100,US,IL,LAKE FOREST,60045,"1925 W. FIELD COURT, SUITE 300",,US,LA,720717400,,,2-ACC,0,1231,8-K,20200831,,,20200828,46:00.0,0,0,tm2029708d1_8k_htm.xml,1,,
0001104659-20-100240,763907,FIRST UNITED CORP/MD/,6021,US,MD,OAKLAND,21550,19 S SECOND ST,,3013349471,US,MD,OAKLAND,21550,19 S SECOND ST,,US,MD,521380770,,,2-ACC,0,1231,8-K,20200831,,,20200828,01:00.0,0,0,tm2029815d1_8k_htm.xml,1,,
0001104659-20-100241,1725255,ADAPTHEALTH CORP.,8082,US,PA,PLYMOUTH MEETING,19462,220 WEST GERMANTOWN PIKE,SUITE 250,610-630-6357,US,PA,PLYMOUTH MEETING,19462,220 WEST GERMANTOWN PIKE,SUITE 250,US,DE,823677704,DFB HEALTHCARE ACQUISITIONS CORP.,20171213,2-ACC,0,1231,8-K,20200831,,,20200828,01:00.0,0,0,tm2029767d1_8k_htm.xml,1,,
0001104659-20-100262,100517,"UNITED AIRLINES HOLDINGS, INC.",4512,US,IL,CHICAGO,60606,JENNIFER L. KRAFT - WHQLD,233 SOUTH WACKER DRIVE,872-825-4000,US,IL,CHICAGO,60606,JENNIFER L. KRAFT - WHQLD,233 SOUTH WACKER DRIVE,US,DE,362675207,"UNITED CONTINENTAL HOLDINGS, INC.",20100930,1-LAF,0,1231,8-K,20200831,,,20200828,16:00.0,1,0,tm2029684d3_8k_htm.xml,2,319687,
0001104659-20-100284,1705682,VENATOR MATERIALS PLC,2810,GB,,"WYNYARD PARK, STOCKTON-ON-TEES",TS22 5FD,"TITANIUM HOUSE, HANZARD DRIVE",,44 (0) 1740 608 001,GB,,"WYNYARD PARK, STOCKTON-ON-TEES",TS22 5FD,"TITANIUM HOUSE, HANZARD DRIVE",,,,981373159,,,2-ACC,0,1231,8-K,20200831,,,20200828,28:00.0,0,0,tm2029827-1_8k_htm.xml,1,,
0001104659-20-100337,1595527,"NEW YORK CITY REIT, INC.",6798,US,NY,NEW YORK,10019,650 FIFTH AVE,30TH FLOOR,2124156500,US,NY,NEW YORK,10019,650 FIFTH AVE,30TH FLOOR,US,MD,464380248,"AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.",20140226,4-NON,0,1231,8-K,20200831,,,20200831,01:00.0,0,0,tm2029798d1_8k_htm.xml,1,,
0001104659-20-100411,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,2-ACC,0,1231,8-K,20200831,,,20200831,00:00.0,0,0,tm2029852d1_8k_htm.xml,1,,
0001104659-20-100476,1579428,"AXSOME THERAPEUTICS, INC.",2834,US,NY,NEW YORK,10007,"22 CORTLANDT STREET, 16TH FLOOR",,(212) 332-3241,US,NY,NEW YORK,10007,"22 CORTLANDT STREET, 16TH FLOOR",,US,DE,454241907,,,2-ACC,0,1231,8-K,20200831,,,20200831,18:00.0,1,0,tm2029857d1_8k_htm.xml,1,,
0001104659-20-100477,1718405,HYCROFT MINING HOLDING CORP,1040,US,NY,NEW YORK,10022,527 MADISON AVENUE,6TH FLOOR,6467479500,US,NY,NEW YORK,10022,527 MADISON AVENUE,6TH FLOOR,US,DE,822657796,MUDRICK CAPITAL ACQUISITION CORP,20171002,2-ACC,0,1231,8-K,20200831,,,20200831,20:00.0,0,0,tm2027587d2_8k_htm.xml,1,,
0001104659-20-100496,1633070,AXCELLA HEALTH INC.,2836,US,MA,CAMBRIDGE,2139,840 MEMORIAL DRIVE,THIRD FLOOR,617-868-0949,US,MA,CAMBRIDGE,2139,840 MEMORIAL DRIVE,THIRD FLOOR,US,DE,0,"PRONUTRIA BIOSCIENCES, INC.",20150206,4-NON,0,1231,8-K,20200831,,,20200831,01:00.0,0,0,tm2029845d1_8k_htm.xml,1,,
0001104659-20-100510,876883,MDC PARTNERS INC,7311,US,NY,NEW YORK,10151,"745 FIFTH AVENUE, 19TH FLOOR",,646 429 1800,US,NY,NEW YORK,10151,"745 FIFTH AVENUE, 19TH FLOOR",,CA,ON,980364441,MDC CORP INC,20001204,2-ACC,0,1231,8-K,20200831,,,20200831,34:00.0,0,0,tm2029861-1_8k_htm.xml,1,,
0001104659-20-100641,1434588,"GRAND CANYON EDUCATION, INC.",8200,US,AZ,PHOENIX,85017,2600 W. CAMELBACK ROAD,,602-247-4400,US,AZ,PHOENIX,85017,2600 W. CAMELBACK ROAD,,US,DE,203356009,,,1-LAF,0,1231,8-K,20200831,,,20200831,55:00.0,0,0,tm2029822d1_8k_htm.xml,1,,
0001104659-20-100653,315256,PUBLIC SERVICE CO OF NEW HAMPSHIRE,4911,US,NH,MANCHESTER,03105-0330,780 N. COMMERCIAL STREET,,6036694000,US,NH,MANCHESTER,03105-0330,780 N. COMMERCIAL STREET,,US,NH,20181050,,,,0,1231,8-K,20200831,,,20200831,08:00.0,0,0,tm2029710-1_8k_htm.xml,1,,
0001104659-20-100772,1616543,"SENSEONICS HOLDINGS, INC.",3823,US,MD,GERMANTOWN,20876,20451 SENECA MEADOWS PARKWAY,,(301) 515-7260,US,MD,GERMANTOWN,20876,20451 SENECA MEADOWS PARKWAY,,US,DE,471210911,"ASN TECHNOLOGIES, INC.",20140813,2-ACC,0,1231,8-K/A,20200731,,,20200831,02:00.0,0,0,tm2029829-1_8ka_htm.xml,1,,
0001104659-20-100786,1298946,DIAMONDROCK HOSPITALITY CO,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER,SUITE 1400,240-744-1150,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER,SUITE 1400,,,0,,,1-LAF,0,1231,8-K,20200831,,,20200831,12:00.0,0,0,tm2029762d2_8k_htm.xml,1,,
0001104659-20-100835,884887,ROYAL CARIBBEAN CRUISES LTD,4400,US,FL,MIAMI,33132,1050 CARIBBEAN WAY,,3055396000,US,FL,MIAMI,33132,1050 CARIBBEAN WAY,,,,980081645,RA HOLDINGS INC,19920424,1-LAF,0,1231,8-K,20200831,,,20200831,01:00.0,0,0,tm2029906d1_8k_htm.xml,1,,
0001104659-20-100836,94344,STEWART INFORMATION SERVICES CORP,6361,US,TX,HOUSTON,77056,1360 POST OAK BLVD,SUITE 100,7136258100,US,TX,HOUSTON,77056,1360 POST OAK BLVD,SUITE 100,US,DE,741677330,,,1-LAF,0,1231,8-K,20200831,,,20200831,02:00.0,0,0,tm2029910d1_8k_htm.xml,1,,
0001104659-20-100843,868857,AECOM,8711,US,CA,LOS ANGELES,90067,1999 AVENUE OF THE STARS,SUITE 2600,2135938501,US,CA,LOS ANGELES,90067,1999 AVENUE OF THE STARS,SUITE 2600,US,DE,611088522,AECOM TECHNOLOGY CORP,19901017,1-LAF,0,930,8-K,20200831,,,20200831,07:00.0,0,0,tm2029801d1_8k_htm.xml,1,,
0001104659-20-100872,1590560,UNIQURE N.V.,2834,NL,,AMSTERDAM,1105 BP,PAASHEUVELWEG 25A,,1-339-970-7000,NL,,AMSTERDAM,1105 BP,PAASHEUVELWEG 25A,,,,0,UNIQURE B.V.,20131030,1-LAF,0,1231,8-K,20200831,,,20200831,26:00.0,0,0,tm2029939d1_8k_htm.xml,1,,
0001104659-20-101034,1433270,ANTERO RESOURCES CORP,1311,US,CO,DENVER,80202,1615 WYNKOOP STREET,,303-357-7325,US,CO,DENVER,80202,1615 WYNKOOP STREET,,,,800162034,ANTERO RESOURCES APPALACHIAN CORP,20100209,1-LAF,0,1231,8-K,20200831,,,20200901,03:00.0,0,0,tm2029974d1_8k_htm.xml,1,,
0001104659-20-101056,94344,STEWART INFORMATION SERVICES CORP,6361,US,TX,HOUSTON,77056,1360 POST OAK BLVD,SUITE 100,7136258100,US,TX,HOUSTON,77056,1360 POST OAK BLVD,SUITE 100,US,DE,741677330,,,1-LAF,0,1231,8-K,20200831,,,20200901,46:00.0,0,0,tm2029910d2_8k_htm.xml,1,,
0001104659-20-101067,1396033,"LUMBER LIQUIDATORS HOLDINGS, INC.",5211,US,VA,RICHMOND,23230,4901 BAKERS MILL LANE,,757-259-4280,US,VA,RICHMOND,23230,4901 BAKERS MILL LANE,,,,271310817,"LUMBER LIQUIDATORS, INC.",20070410,2-ACC,0,1231,8-K,20200831,,,20200901,37:00.0,0,0,tm2029905d1_8k_htm.xml,1,,
0001104659-20-101091,1745317,GRAF INDUSTRIAL CORP.,3569,US,TX,HOUSTON,77070,118 VINTAGE PARK BLVD,SUITE W-222,3107458669,US,TX,HOUSTON,77070,118 VINTAGE PARK BLVD,SUITE W-222,US,DE,0,,,2-ACC,0,1231,8-K,20200831,,,20200901,22:00.0,0,0,tm2029931d1_8k_htm.xml,1,,
0001104659-20-101145,1541157,AKARI THERAPEUTICS PLC,2834,US,NY,NEW YORK,10018,24 WEST 40TH STREET,8TH FLOOR,(646) 350-0702,US,NY,NEW YORK,10018,24 WEST 40TH STREET,8TH FLOOR,GB,,981034922,CELSUS THERAPEUTICS PLC.,20130621,4-NON,0,1231,6-K,20200630,2020,Q2,20200901,05:00.0,0,1,aktx-20200630.xml,1,,
0001104659-20-101204,1270073,"INTERCEPT PHARMACEUTICALS, INC.",2834,US,NY,NEW YORK,10001,"10 HUDSON YARDS, 37TH FLOOR",,646-747-1000,US,NY,New York,10001,"10 HUDSON YARDS, 37TH FLOOR",,US,DE,223868459,INTERCEPT PHARMACEUTICALS INC,20031113,1-LAF,0,1231,8-K,20200831,,,20200901,11:00.0,0,0,tm2029969d1_8k_htm.xml,1,,
