adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0001104659-19-056315,1551152,ABBVIE INC.,2834,US,IL,NORTH CHICAGO,60064,1 NORTH WAUKEGAN ROAD,,(847) 932-7900,US,IL,NORTH CHICAGO,60064,1 NORTH WAUKEGAN ROAD,,US,DE,320375147,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,26:00.0,0,0,tm1920906-1_8k_htm.xml,1,
0001104659-19-056389,1327068,"UNITED STATES OIL FUND, LP",6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,510-522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,US,DE,202830691,"NEW YORK OIL ETF, LP",20050513,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,36:00.0,0,0,tm1920478-1_8k_htm.xml,1,
0001104659-19-056396,1479247,UNITED STATES COMMODITY INDEX FUNDS TRUST,6221,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,510-522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,,,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,36:00.0,0,0,tm1920473-1_8k_htm.xml,1,
0001104659-19-056461,1001838,SOUTHERN COPPER CORP/,1000,US,AZ,PHOENIX,85014,1440 E. MISSOURI AVENUE,SUITE 160,602-264-1375,US,AZ,PHOENIX,85014,1440 E. MISSOURI AVENUE,SUITE 160,US,DE,133849074,SOUTHERN PERU COPPER CORP/,19960726,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,50:00.0,0,0,tm1920939-1_8k_htm.xml,1,
0001104659-19-056506,1769484,BIOCERES CROP SOLUTIONS CORP.,2870,KY,,"GEORGE TOWN, GRAND CAYMAN",KY1-1104,"PO BOX 309, UGLAND HOUSE",,54 341 486 1122,AR,,ROSARIO,2000,"OCAMPO 210 BIS, PREDIO CCT",,KY,,0,,,4-NON,0,630,POS AM,20190630,2019,FY,20191025,44:00.0,0,1,biox-20191025.xml,1,
0001104659-19-056513,1039065,OSI SYSTEMS INC,3674,US,CA,HAWTHORNE,90250,12525 CHADRON AVE,,3109780516,US,CA,HAWTHORNE,90250,12525 CHADRON AVENUE,,US,DE,330238801,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191025,05:00.0,0,1,osis-20190930x10qb79216_htm.xml,1,
0001104659-19-056538,931336,DEAN FOODS CO,2020,US,TX,DALLAS,75204,2711 N. HASKELL AVENUE,SUITE 3400,2143033400,US,TX,DALLAS,75204,2711 N. HASKELL AVENUE,SUITE 3400,US,DE,752559681,DEAN FOODS CO/,20011221,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,21:00.0,0,0,tm1920954-1_8k_htm.xml,1,
0001104659-19-056544,1050441,EAGLE BANCORP INC,6022,US,MD,BETHESDA,20814,7830 OLD GEORGETOWN ROAD,3RD FLOOR,240-497-2075,US,MD,BETHESDA,20814,7830 OLD GEORGETOWN ROAD,3RD FLOOR,US,MD,522061461,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,29:00.0,0,0,tm1920934-1_8k_htm.xml,1,
0001104659-19-056569,1041859,"CHILDRENS PLACE, INC.",5651,US,NJ,SECAUCUS,7094,500 PLAZA DRIVE,,2015582400,US,NJ,SECAUCUS,7094,500 PLAZA DRIVE,,,,311241495,CHILDRENS PLACE RETAIL STORES INC,19970702,1-LAF,0,131,8-K,20191031,2019,Q3,20191025,01:00.0,0,0,tm1920970-1_8k_htm.xml,1,
0001104659-19-056644,1533998,DARIOHEALTH CORP.,3841,IL,,CAESAREA,38900,8 HATOKHEN ST.,,(972)-(3)-6222929,IL,,CAESAREA,38900,8 HATOKHEN ST.,,US,DE,452973162,LABSTYLE INNOVATIONS CORP.,20111101,4-NON,0,1231,10-Q,20190930,2019,Q3,20191028,17:00.0,0,1,drio-20190930.xml,1,
0001104659-19-056651,921112,LIBERTY PROPERTY TRUST,6798,US,PA,WAYNE,19087,650 EAST SWEDESFORD ROAD,SUITE 400,6106481700,US,PA,WAYNE,19087,650 EAST SWEDESFORD ROAD,SUITE 400,US,MD,237768996,ROUSE & ASSOCIATES PROPERTY TRUST,19940421,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,31:00.0,0,0,tm1921247d1_8k_htm.xml,2,921113
0001104659-19-056656,921112,LIBERTY PROPERTY TRUST,6798,US,PA,WAYNE,19087,650 EAST SWEDESFORD ROAD,SUITE 400,6106481700,US,PA,WAYNE,19087,650 EAST SWEDESFORD ROAD,SUITE 400,US,MD,237768996,ROUSE & ASSOCIATES PROPERTY TRUST,19940421,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,49:00.0,0,0,tm1921248d1_8k_htm.xml,2,921113
0001104659-19-056666,1124198,FLUOR CORP,1600,US,TX,IRVING,75039,6700 LAS COLINAS BLVD,,4693987000,US,TX,IRVING,75039,6700 LAS COLINAS BLVD,,US,DE,330927079,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,16:00.0,0,0,tm1921004-1_8k_htm.xml,1,
0001104659-19-056670,1261249,AGILE THERAPEUTICS INC,2834,US,NJ,PRINCETON,08540-1715,101 POOR FARM ROAD,,609-683-1880,US,NJ,PRINCETON,08540-1715,101 POOR FARM ROAD,,US,DE,0,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191028,33:00.0,0,1,agrx-20190930.xml,1,
0001104659-19-056701,1045609,"PROLOGIS, INC.",6798,US,CA,SAN FRANCISCO,94111,PIER 1 BAY 1,,4153949000,US,CA,SAN FRANCISCO,94111,PIER 1 BAY 1,,US,MD,943281941,AMB PROPERTY CORP,19970916,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,47:00.0,0,0,tm1921030-3_8k_htm.xml,2,1045610
0001104659-19-056767,64996,MERCURY GENERAL CORP,6331,US,CA,LOS ANGELES,90010,4484 WILSHIRE BLVD,,2139371060,US,CA,LOS ANGELES,90010,4484 WILSHIRE BLVD,,US,CA,952211612,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,41:00.0,0,0,tm1921024d1_8k_htm.xml,1,
0001104659-19-056868,1037676,ARCH COAL INC,1221,US,MO,ST LOUIS,63141,CITY PLACE ONE STE 300,ARCH MINERAL CORP,3149942700,US,MO,CREVE COEUR,63141,CITYPLACE ONE SUITE 300,ARCH MINERAL CORP,US,DE,430921172,ARCH MINERAL CORP,19970411,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,17:00.0,0,0,tm1920998d1_8k_htm.xml,1,
0001104659-19-056890,1166003,"XPO LOGISTICS, INC.",4700,US,CT,GREENWICH,6831,5 AMERICAN LANE,,(855) 976-6951,US,CT,GREENWICH,6831,5 AMERICAN LANE,,,,30450326,EXPRESS-1 EXPEDITED SOLUTIONS INC,20060606,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,04:00.0,0,0,tm1921263d1_8k_htm.xml,1,
0001104659-19-056891,1166003,"XPO LOGISTICS, INC.",4700,US,CT,GREENWICH,6831,5 AMERICAN LANE,,(855) 976-6951,US,CT,GREENWICH,6831,5 AMERICAN LANE,,,,30450326,EXPRESS-1 EXPEDITED SOLUTIONS INC,20060606,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,08:00.0,0,0,tm1921263d2_8k_htm.xml,1,
0001104659-19-056901,897723,SANMINA CORP,3672,US,CA,SAN JOSE,95134,2700 N FIRST ST,,4089643500,US,CA,SAN JOSE,95134,2700 N FIRST ST,,US,DE,770228183,SANMINA-SCI CORP,20020211,1-LAF,0,930,8-K,20191031,2020,Q1,20191028,19:00.0,0,0,tm1920983-1_8k_htm.xml,1,
0001104659-19-056930,812074,OWENS ILLINOIS INC /DE/,3221,US,OH,PERRYSBURG,43551-2999,ONE MICHAEL OWENS WAY,,5673365000,US,OH,PERRYSBURG,43551-2999,ONE MICHAEL OWENS WAY,,US,DE,222781933,OWENS-ILLINOIS INC /DE/,20100601,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,48:00.0,0,0,tm1921267d1_8k_htm.xml,1,
0001104659-19-056937,102729,VALMONT INDUSTRIES INC,3440,US,NE,OMAHA,68154,ONE VALMONT PLAZA,,402-963-1000,US,NE,OMAHA,68154,ONE VALMONT PLAZA,,US,DE,470351813,VALLEY MANUFACTURING CO,19680822,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,55:00.0,0,0,tm1921262d1_8k_htm.xml,1,
0001104659-19-056943,1289460,"TEXAS ROADHOUSE, INC.",5812,US,KY,LOUISVILLE,40205,6040 DUTCHMANS LANE,,5024269984,US,KY,LOUISVILLE,40205,6040 DUTCHMANS LANE,,US,DE,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,01:00.0,0,0,tm1921276-1_8k_htm.xml,1,
0001104659-19-056967,1270073,"INTERCEPT PHARMACEUTICALS, INC.",2834,US,NY,NEW YORK,10001,"10 HUDSON YARDS, 37TH FLOOR",,646-747-1000,US,NY,New York,10001,"10 HUDSON YARDS, 37TH FLOOR",,US,DE,223868459,INTERCEPT PHARMACEUTICALS INC,20031113,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,16:00.0,0,0,tm1921264d1_8k_htm.xml,1,
0001104659-19-056973,1163302,UNITED STATES STEEL CORP,3312,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152,UNITED STATES STEEL LLC,20011205,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,18:00.0,0,0,tm1921008-1_8k_htm.xml,1,
0001104659-19-056975,1590560,UNIQURE N.V.,2834,NL,,AMSTERDAM,1105 BP,PAASHEUVELWEG 25A,,1-339-970-7000,NL,,AMSTERDAM,1105 BP,PAASHEUVELWEG 25A,,,,0,UNIQURE B.V.,20131030,1-LAF,0,1231,8-K,20191031,2019,FY,20191028,20:00.0,0,0,tm1921294d1_8k_htm.xml,1,
0001104659-19-056982,1131324,GENOMIC HEALTH INC,8071,US,CA,REDWOOD CITY,94063,301 PENOBSCOT DRIVE,,650-556-9300,US,CA,REDWOOD CITY,94063,301 PENOBSCOT DRIVE,,,,770552594,,,2-ACC,0,1231,8-K,20191031,2019,FY,20191028,24:00.0,0,0,tm1916265d19_8k_htm.xml,1,
0001104659-19-057064,861459,GRANITE CONSTRUCTION INC,1600,US,CA,WATSONVILLE,95076,585 WEST BEACH ST,,8317241011,US,CA,WATSONVILLE,95076,585 WEST BEACH ST,,US,DE,770239383,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191029,06:00.0,0,0,tm1921340d2_8k_htm.xml,1,
0001104659-19-057074,310158,"MERCK & CO., INC.",2834,US,NJ,KENILWORTH,7033,2000 GALLOPING HILL ROAD,,908-740-4000,US,NJ,KENILWORTH,7033,2000 GALLOPING HILL ROAD,,US,NJ,221918501,MERCK & CO. INC.,20091103,1-LAF,0,1231,8-K,20191031,2019,FY,20191029,50:00.0,0,0,tm1921023d1_8k_htm.xml,1,
0001104659-19-057078,1052100,WADDELL & REED FINANCIAL INC,6211,US,KS,OVERLAND PARK,66202-4200,6300 LAMAR AVE,,9132362000,US,KS,SHAWNEE MISSION,66201-9217,PO BOX 29217,,US,DE,510261715,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191029,00:00.0,0,0,tm1921306d1_8k_htm.xml,1,
0001104659-19-057085,879169,INCYTE CORP,8731,US,DE,WILMINGTON,19803,1801 AUGUSTINE CUT-OFF,,3024986700,US,DE,WILMINGTON,19803,1801 AUGUSTINE CUT-OFF,,US,DE,943136539,INCYTE CORP,20030318,1-LAF,0,1231,8-K,20191031,2019,FY,20191029,10:00.0,0,0,tm1921260-1_8k_htm.xml,1,
0001104659-19-057205,1108134,BERKSHIRE HILLS BANCORP INC,6036,US,MA,BOSTON,2109,60 STATE STREET,38TH FLOOR,617-807-8190,US,MA,BOSTON,2109,60 STATE STREET,38TH FLOOR,US,DE,43510455,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191029,32:00.0,0,0,tm1921325d1_8k_htm.xml,1,
0001104659-19-057234,8818,AVERY DENNISON CORP,2670,US,CA,GLENDALE,91203,207 GOODE AVENUE,,626.304.2000,US,CA,GLENDALE,91203,207 GOODE AVENUE,,US,DE,951492269,AVERY DENNISON CORPORATION,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191029,02:00.0,0,1,avy-20190928x10q3340d8_htm.xml,1,
0001104659-19-057278,846475,ZYNEX INC,3845,US,CO,LONE TREE,80124,9990 PARK MEADOWS DRIVE,,(303) 703-4906,US,CO,LONE TREE,80124,9990 PARK MEADOWS DRIVE,,US,NV,870403828,ZYNEX MEDICAL HOLDINGS INC,20050812,4-NON,0,1231,10-Q,20190930,2019,Q3,20191029,57:00.0,0,1,zyxi-20190930.xml,1,
0001104659-19-057285,84129,RITE AID CORP,5912,US,PA,CAMP HILL OWN,17011,30 HUNTER LANE,,7177612633,US,PA,HARRISBURG,17105,PO BOX 3165,,US,DE,231614034,RACK RITE DISTRIBUTORS,19680510,1-LAF,0,228,8-K,20191031,2019,Q3,20191029,59:00.0,0,0,tm1921333-1_8k_htm.xml,1,
0001104659-19-057340,4281,ARCONIC INC.,3350,US,PA,PITTSBURGH,15212-5872,201 ISABELLA STREET,SUITE 200,(412) 553-1940,US,NY,NEW YORK,10022-4608,390 PARK AVENUE,,US,DE,250317820,ALCOA INC.,20141003,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,25:00.0,0,0,tm1921388d1_8k_htm.xml,1,
0001104659-19-057343,1102112,PACWEST BANCORP,6021,US,CA,BREA,92821,130 S. STATE COLLEGE BLVD.,,(310) 887-8500,US,CA,BREA,92821,130 S. STATE COLLEGE BLVD.,,US,DE,330885320,FIRST COMMUNITY BANCORP /CA/,19991229,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,26:00.0,0,0,tm1921323-1_8k_htm.xml,1,
0001104659-19-057350,887596,CHEESECAKE FACTORY INC,5812,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,818-871-3000,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,US,DE,510340466,CHEESECAKE FACTORY INCORPORATED,19930328,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,32:00.0,1,0,tm1921331-1_8k_htm.xml,1,
0001104659-19-057353,1124140,EXACT SCIENCES CORP,8731,US,WI,MADISON,53719,441 CHARMANY DRIVE,,608-284-5700,US,WI,MADISON,53719,441 CHARMANY DRIVE,,US,DE,204782291,EXACT CORP,20000919,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,38:00.0,0,0,tm1921366d2_8k_htm.xml,1,
0001104659-19-057362,1163739,NABORS INDUSTRIES LTD,1381,BM,,"HAMILTON, HM08",0,CROWN HOUSE,4 PAR-LA-VILLE ROAD   SECOND FLOOR,2464219471,BM,,"HAMILTON, HMPX",0,P O BOX HM3349,,BM,,980363970,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,49:00.0,0,0,tm1921301-1_8k_htm.xml,1,
0001104659-19-057368,1623925,ANTERO MIDSTREAM CORP,4922,US,CO,DENVER,80202,1615 WYNKOOP STREET,,(303) 357-7310,US,CO,DENVER,80202,1615 WYNKOOP STREET,,,,611748605,ANTERO MIDSTREAM GP LP,20170505,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,59:00.0,1,0,tm1921355-2_8k_htm.xml,1,
0001104659-19-057391,1433270,ANTERO RESOURCES CORP,1311,US,CO,DENVER,80202,1615 WYNKOOP STREET,,303-357-7325,US,CO,DENVER,80202,1615 WYNKOOP STREET,,,,800162034,ANTERO RESOURCES APPALACHIAN CORP,20100209,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,12:00.0,0,0,tm1921414d1_8k_htm.xml,1,
0001104659-19-057404,1459417,"2U, INC.",7372,US,MD,LANHAM,20706,7900 HARKINS ROAD,,(301) 892-4350,US,MD,LANHAM,20706,7900 HARKINS ROAD,,US,DE,262335939,"2TOR, INC.",20090324,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,18:00.0,0,0,tm1921408d1_8k_htm.xml,1,
0001104659-19-057468,1385157,TE CONNECTIVITY LTD.,5065,CH,,CH-8200 SCHAFFHAUSEN,1,RHEINSTRASSE 20,,41 (0)52 633 6661,CH,,CH-8200 SCHAFFHAUSEN,1,RHEINSTRASSE 20,,CH,,980518048,TYCO ELECTRONICS LTD.,20070104,1-LAF,0,930,8-K,20191031,2020,Q1,20191030,12:00.0,0,0,tm1920914-1_8k_htm.xml,1,
0001104659-19-057471,1650729,"SITEONE LANDSCAPE SUPPLY, INC.",700,US,GA,ROSWELL,30076,MANSELL OVERLOOK,"300 COLONIAL CENTER PARKWAY, SUITE 600",(470) 277-7000,US,GA,ROSWELL,30076,MANSELL OVERLOOK,"300 COLONIAL CENTER PARKWAY, SUITE 600",US,DE,364485550,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,17:00.0,0,0,tm1921386d1_8k_htm.xml,1,
0001104659-19-057472,1082554,UNITED THERAPEUTICS CORP,2834,US,MD,SILVER SPRING,20910,1040 SPRING ST,,3016089292,US,MD,SILVER SPRING,20910,1040 SPRING ST,,US,DE,521984749,UNITED THERAPEUTICS CORP,19990324,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,18:00.0,0,1,uthr-20190930x10q939d4f_htm.xml,1,
0001104659-19-057481,1082554,UNITED THERAPEUTICS CORP,2834,US,MD,SILVER SPRING,20910,1040 SPRING ST,,3016089292,US,MD,SILVER SPRING,20910,1040 SPRING ST,,US,DE,521984749,UNITED THERAPEUTICS CORP,19990324,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,28:00.0,0,0,tm1917880-4_8k_htm.xml,1,
0001104659-19-057497,1623925,ANTERO MIDSTREAM CORP,4922,US,CO,DENVER,80202,1615 WYNKOOP STREET,,(303) 357-7310,US,CO,DENVER,80202,1615 WYNKOOP STREET,,,,611748605,ANTERO MIDSTREAM GP LP,20170505,1-LAF,0,1231,8-K/A,20190930,2019,Q3,20191030,00:00.0,0,0,tm1921355-1_8k_htm.xml,1,
0001104659-19-057499,1063761,SIMON PROPERTY GROUP INC /DE/,6798,US,IN,INDIANAPOLIS,46204-3438,225 WEST WASHINGTON STREET,,317-636-1600,US,IN,INDIANAPOLIS,46204-3438,225 WEST WASHINGTON STREET,,US,DE,46268599,CORPORATE PROPERTY INVESTORS INC,19980610,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,04:00.0,0,0,tm1920404-1_8k_htm.xml,1,
0001104659-19-057503,1104506,INSMED INC,2834,US,NJ,BRIDGEWATER,8807,10 FINDERNE AVENUE,BUILDING 10,908-977-9900,US,NJ,BRIDGEWATER,8807,10 FINDERNE AVENUE,BUILDING 10,US,VA,541972729,INSMED INC,20000128,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,31:00.0,0,0,tm1921398-1_8k_htm.xml,1,
0001104659-19-057504,910073,NEW YORK COMMUNITY BANCORP INC,6036,US,NY,WESTBURY,11590,615 MERRICK AVE,,7183596400,US,NY,WESTBURY,11590,615 MERRICK AVE,,US,DE,61377322,QUEENS COUNTY BANCORP INC,19930802,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,45:00.0,0,0,tm19213031_8k_htm.xml,1,
0001104659-19-057508,1265131,HILLTOP HOLDINGS INC.,6022,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,214.855.2177,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,US,MD,841477939,AFFORDABLE RESIDENTIAL COMMUNITIES INC,20030929,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,01:00.0,0,0,tm1921442d1_8k_htm.xml,1,
0001104659-19-057531,1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,4522,US,NY,PURCHASE,10577-2543,2000 WESTCHESTER AVENUE,,9147018000,US,NY,PURCHASE,10577-2543,2000 WESTCHESTER AVENUE,,US,DE,134146982,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,17:00.0,0,0,tm1920999d1_8k_htm.xml,1,
0001104659-19-057534,822818,CLEAN HARBORS INC,4955,US,MA,NORWELL,02061-9149,42 LONGWATER DRIVE,P.O. BOX 9149,781-792-5000,US,MA,NORWELL,02061-9149,42 LONGWATER DRIVE,,US,MA,42997780,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,21:00.0,0,0,tm1921458d1_8k_htm.xml,1,
0001104659-19-057569,1019695,ARQULE INC,2834,US,MA,BURLINGTON,1803,ONE WALL STREET,FLOOR 6,781-994-0300,US,MA,BURLINGTON,1803,ONE WALL STREET,FLOOR 6,US,DE,43221586,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,57:00.0,0,1,arql-20190930.xml,1,
0001104659-19-057616,1126328,PRINCIPAL FINANCIAL GROUP INC,6321,US,IA,DES MOINES,50392,711 HIGH STREET,,5152475111,US,IA,DES MOINES,50392,711 HIGH STREET,,US,DE,421520346,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,10:00.0,0,1,pfg-20190930x10qcc2bea_htm.xml,1,
0001104659-19-057787,793733,SKYWEST INC,4512,US,UT,ST GEORGE,84790,444 S RIVER RD,,8016343000,US,UT,ST GEORGE,84790,444 SOUTH RIVER ROAD,,US,UT,870292166,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,02:00.0,0,0,tm1921310d1_8k_htm.xml,1,
0001104659-19-057798,1101239,EQUINIX INC,6798,US,CA,REDWOOD CITY,94065,ONE LAGOON DRIVE,,(650) 598-6000,US,CA,REDWOOD CITY,94065,ONE LAGOON DRIVE,,US,DE,770487526,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,07:00.0,0,0,tm1921454d1_8k_htm.xml,1,
0001104659-19-057799,700923,MYR GROUP INC.,1623,US,IL,ROLLING MEADOWS,60008-4210,1701 GOLF ROAD SUITE 3-1012,,8472901891,US,IL,ROLLING MEADOWS,60008-4210,1701 GOLF ROAD SUITE 3-1012,,US,DE,363158643,MYR GROUP INC,19960417,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,08:00.0,0,1,myrg-20190930.xml,1,
0001104659-19-057805,1080014,"INNOVIVA, INC.",2834,US,CA,BRISBANE,94005,2000 SIERRA POINT PARKWAY,SUITE 500,6502389600,US,CA,BRISBANE,94005,2000 SIERRA POINT PARKWAY,SUITE 500,US,DE,943265960,THERAVANCE INC,20020207,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,11:00.0,0,0,tm1921448-1_8k_htm.xml,1,
0001104659-19-057817,861459,GRANITE CONSTRUCTION INC,1600,US,CA,WATSONVILLE,95076,585 WEST BEACH ST,,8317241011,US,CA,WATSONVILLE,95076,585 WEST BEACH ST,,US,DE,770239383,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,16:00.0,0,0,tm1921340-3_8k_htm.xml,1,
0001104659-19-057819,1518832,"WPX ENERGY, INC.",1311,US,OK,TULSA,74172,ONE WILLIAMS CENTER,,918-573-2000,US,OK,TULSA,74172,ONE WILLIAMS CENTER,,US,DE,451836028,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,17:00.0,0,0,tm1921277-1_8k_htm.xml,1,
0001104659-19-057828,837465,CALLAWAY GOLF CO,3949,US,CA,CARLSBAD,92008-8815,2180 RUTHERFORD RD,,7609311771,US,CA,CARLSBAD,92008,2180 RUTHERFORD ROAD,,US,DE,953797580,CALLAWAY GOLF,20070604,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,22:00.0,0,0,tm19214971_8k_htm.xml,1,
0001104659-19-057833,1080014,"INNOVIVA, INC.",2834,US,CA,BRISBANE,94005,2000 SIERRA POINT PARKWAY,SUITE 500,6502389600,US,CA,BRISBANE,94005,2000 SIERRA POINT PARKWAY,SUITE 500,US,DE,943265960,THERAVANCE INC,20020207,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,26:00.0,0,1,inva-20190930x10q42cf33_htm.xml,1,
0001104659-19-057848,1035201,CALIFORNIA WATER SERVICE GROUP,4941,US,CA,SAN JOSE,95112,1720 N FIRST ST,C/O CALIFORNIA WATER SERVICE CO,4083678200,US,CA,SAN JOSE,95112,1720 FIRST ST,C/O CALIFORNIA WATER SERVICE CO,US,DE,770448994,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,31:00.0,0,0,tm1921504d1_8k_htm.xml,1,
0001104659-19-057853,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",4841,US,CT,STAMFORD,6901,400 ATLANTIC STREET,,203-905-7800,US,CT,STAMFORD,6901,400 ATLANTIC STREET,,,,841496755,CHARTER COMMUNICATIONS INC /MO/,19990723,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,36:00.0,0,0,tm1919719-8_8k_htm.xml,3,1271834 1271833
0001104659-19-057897,1324404,"CF INDUSTRIES HOLDINGS, INC.",2870,US,IL,DEERFIELD,60015,4 PARKWAY NORTH,SUITE 400,(847) 405-2400,US,IL,DEERFIELD,60015,4 PARKWAY NORTH,SUITE 400,US,DE,202697511,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,10:00.0,0,0,tm1921488-1_8k_htm.xml,1,
0001104659-19-057901,1043337,STONERIDGE INC,3714,US,MI,NOVI,48377,39675 MACKENZIE DRIVE,SUITE 400,2484899300,US,MI,NOVI,48377,39675 MACKENZIE DRIVE,SUITE 400,US,OH,341598949,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,13:00.0,0,0,tm1921518d1_8k_htm.xml,1,
0001104659-19-057904,1289419,"MORNINGSTAR, INC.",6282,US,IL,CHICAGO,60602,22 WEST WASHINGTON STREET,,(312) 696-6000,US,IL,CHICAGO,60602,22 WEST WASHINGTON STREET,,US,IL,363297908,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,18:00.0,0,0,tm1921472d1_8k_htm.xml,1,
0001104659-19-057907,924901,MACK CALI REALTY CORP,6798,US,NJ,JERSEY CITY,7311,HARBORSIDE 3,"210 HUDSON ST., STE. 400",7325901000,US,NJ,JERSEY CITY,7311,HARBORSIDE 3,"210 HUDSON ST., STE. 400",US,MD,223305147,CALI REALTY CORP /NEW/,19960730,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,20:00.0,0,0,tm1921027-1_8k_htm.xml,1,
0001104659-19-058040,33488,ESCALADE INC,3949,US,IN,EVANSVILLE,47711,817 MAXWELL AVE.,,812-467-4449,US,IN,EVANSVILLE,47711,817 MAXWELL AVE.,,US,IN,132739290,MARTIN YALE BUSINESS MACHINES CORP,19820310,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191031,12:00.0,0,1,esca-20191005.xml,1,
0001104659-19-058050,874716,IDEXX LABORATORIES INC /DE,2835,US,ME,WESTBROOK,04092-2041,ONE IDEXX DRIVE,,2075560300,US,ME,WESTBROOK,04092-2041,ONE IDEXX DRIVE,,US,DE,10393723,IDEXX CORP / DE,19600201,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,32:00.0,0,0,tm1921493d1_8k_htm.xml,1,
0001104659-19-058063,1046257,INGREDION INC,2040,US,IL,WESTCHESTER,60154,5 WESTBROOK CORPORATE CENTER,,7085512600,US,IL,WESTCHESTER,60154,INGREDION INCORPORATED,5 WESTBROOK CORPORATE CENTER,US,DE,223514823,CORN PRODUCTS INTERNATIONAL INC,19970917,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,46:00.0,0,0,tm1921541d1_8k_htm.xml,1,
